row_index,slippage_pred,fee_pred,impact_pred,net_cost,prob_taker,latency_ms
151,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.0021979999473842327
152,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.002131999735865975
153,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.0024389996724494267
154,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.0023569996301375795
155,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.002398000106040854
156,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.0023640000108571257
157,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.002211000264651375
158,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.0022250001165957656
159,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.0022830004127172288
160,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.0023239999791258015
161,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.002165999831049703
162,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.002280999979120679
163,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.0026279999474354554
164,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.0023689999579801224
165,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.0023239999791258015
166,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.002305000180058414
167,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.00231100011660601
168,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.0024420000954705756
169,0.0,0.125,9.457160306339046e-13,0.12500000000094572,0.5,0.002302000211784616
170,0.0,0.125,9.456075166377055e-13,0.1250000000009456,0.5,0.002434000180073781
171,0.0,0.125,9.456075166377055e-13,0.1250000000009456,0.5,0.002166000285797054
172,0.0,0.125,9.456001604326507e-13,0.1250000000009456,0.5,0.0021230002857919317
173,0.0,0.125,9.454567315895718e-13,0.12500000000094547,0.5,0.002150999989680713
174,0.0,0.125,9.45377675796084e-13,0.12500000000094538,0.5,0.0021140003809705377
175,0.0,0.125,9.453758374072388e-13,0.12500000000094538,0.5,0.002237999979115557
176,0.0,0.125,9.453758374072388e-13,0.12500000000094538,0.5,0.0021200003175181337
177,0.0,0.125,9.453758374072388e-13,0.12500000000094538,0.5,0.0021009996089560445
178,0.0,0.125,9.453758374072388e-13,0.12500000000094538,0.5,0.002068999947368866
179,0.0,0.125,9.453758374072388e-13,0.12500000000094538,0.5,0.002208000296377577
180,0.0,0.125,9.453758374072388e-13,0.12500000000094538,0.5,0.00213899966183817
181,0.0,0.125,9.453758374072388e-13,0.12500000000094538,0.5,0.0021340001694625244
182,0.0,0.125,9.453758374072388e-13,0.12500000000094538,0.5,0.0022399999579647556
183,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0023449997570423875
184,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.00229499983106507
185,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0023269999473995995
186,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0020799998310394585
187,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0021490000108315144
188,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0020380002752062865
189,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0021549999473791104
190,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.002271000084874686
191,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.002129999757016776
192,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.00212399982046918
193,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0022029998945072293
194,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.002097000106004998
195,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0020830002540606074
196,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0020709999262180645
197,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0023420002435159404
198,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.002395000137767056
199,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0020590000531228725
200,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0021729997570218984
201,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0021999999262334313
202,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0021350001588871237
203,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0021979999473842327
204,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.002316000063729007
205,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.002089999725285452
206,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.002145000053133117
207,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.002225999651273014
208,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.002210999809904024
209,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.0022250001165957656
210,0.0,0.125,9.453170117954283e-13,0.12500000000094533,0.5,0.002073000359814614
211,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0020830002540606074
212,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002310000127181411
213,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.00209299969355925
214,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.00207799985219026
215,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002166000285797054
216,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0021040000319771934
217,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0020710003809654154
218,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0020110001059947535
219,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0021880000531382393
220,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002159999894502107
221,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024619998839625623
222,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002100000074278796
223,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002121000306942733
224,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002145000053133117
225,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.00218700006371364
226,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0022640001589024905
227,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0020890001906082034
228,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.00218700006371364
229,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002064000000245869
230,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002367999968555523
231,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0022029998945072293
232,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0023210000108520035
233,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0022790000002714805
234,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0023699999474047218
235,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002282999957969878
236,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0022580002223548945
237,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002268000116600888
238,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002477000180078903
239,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0025170002118102275
240,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024169999051082414
241,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024539999685657676
242,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002607999704196118
243,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0028190002012706827
244,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002551999841671204
245,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024539999685657676
246,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002334999862796394
247,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002636000317579601
248,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002382999809924513
249,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002536000010877615
250,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002644999767653644
251,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024179998945328407
252,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0022939998416404705
253,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002584999947430333
254,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002354999651288381
255,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002443000084895175
256,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0025979998099501245
257,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0026560001060715877
258,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002748000042629428
259,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0026200000320386607
260,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002580999989731936
261,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024080000002868474
262,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0023719999262539204
263,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002544999915699009
264,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002437000148347579
265,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002527000106056221
266,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0022279996301222127
267,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024569999368395656
268,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002331999894522596
269,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0023360003069683444
270,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002208000296377577
271,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024749997464823537
272,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024300002223753836
273,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0026850002541323192
274,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0025770000320335384
275,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002556999788794201
276,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024439996195724234
277,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024619998839625623
278,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002501000381016638
279,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002491000032023294
280,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002437000148347579
281,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0021639998522005044
282,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0023909997253213078
283,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024169999051082414
284,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002271000084874686
285,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024299997676280327
286,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002314000084879808
287,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002424999820505036
288,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024450000637443736
289,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0023030002012092154
290,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002419000338704791
291,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0023480001800635364
292,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002175000190618448
293,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0023640000108571257
294,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0021880000531382393
295,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002322000000276603
296,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0023180000425782055
297,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002599999788799323
298,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024300002223753836
299,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024860000849002972
300,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002412999947409844
301,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002272000074299285
302,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002292999852215871
303,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0024030000531638507
304,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002249999852210749
305,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0022039998839318287
306,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0022220001483219676
307,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0022909998733666725
308,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0022330000319925603
309,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002325999957975
310,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002272000074299285
311,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0022509998416353483
312,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0021440000637085177
313,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0021369996829889715
314,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.0020870002117590047
315,0.0,0.125,9.454935051048753e-13,0.1250000000009455,0.5,0.002120999852195382
